#       x               J0(x)           J0'(x)          J0'(x)          J0''(x)         J0''(x)
 2       0.00           1.00           -0.00           -0.00            -nan            -0.50
 3       0.01           1.00           -0.00           -0.01           -0.50            -0.50
 4       0.02           1.00           -0.01           -0.01           -0.50            -0.50
 5       0.03           1.00           -0.01           -0.02           -0.50            -0.50
 6       0.04           1.00           -0.02           -0.02           -0.50            -0.50
 7       0.05           1.00           -0.02           -0.03           -0.50            -0.50
 8       0.06           1.00           -0.03           -0.03           -0.50            -0.50
 9       0.07           1.00           -0.03           -0.04           -0.50            -0.50
10       0.08           1.00           -0.04           -0.04           -0.50            -0.50
11       0.09           1.00           -0.04           -0.05           -0.50            -0.50
12       0.10           1.00           -0.05           -0.05           -0.50            -0.50
13       0.11           1.00           -0.05           -0.06           -0.50            -0.50
14       0.12           1.00           -0.06           -0.06           -0.50            -0.50
15       0.13           1.00           -0.06           -0.07           -0.50            -0.50
16       0.14           1.00           -0.07           -0.07           -0.50            -0.50
17       0.15           0.99           -0.07           -0.08           -0.50            -0.50
18       0.16           0.99           -0.08           -0.08           -0.50            -0.49
19       0.17           0.99           -0.08           -0.09           -0.49            -0.49
20       0.18           0.99           -0.09           -0.09           -0.49            -0.49
21       0.19           0.99           -0.09           -0.10           -0.49            -0.49
22       0.20           0.99           -0.10           -0.10           -0.49            -0.49
23       0.21           0.99           -0.10           -0.11           -0.49            -0.49
24       0.22           0.99           -0.11           -0.11           -0.49            -0.49
25       0.23           0.99           -0.11           -0.12           -0.49            -0.49
26       0.24           0.99           -0.12           -0.12           -0.49            -0.49
27       0.25           0.98           -0.12           -0.13           -0.49            -0.49
28       0.26           0.98           -0.13           -0.13           -0.49            -0.49
29       0.27           0.98           -0.13           -0.14           -0.49            -0.49
30       0.28           0.98           -0.14           -0.14           -0.49            -0.48
31       0.29           0.98           -0.14           -0.15           -0.48            -0.48
32       0.30           0.98           -0.15           -0.15           -0.48            -0.48
33       0.31           0.98           -0.15           -0.16           -0.48            -0.48
34       0.32           0.97           -0.16           -0.16           -0.48            -0.48
35       0.33           0.97           -0.16           -0.17           -0.48            -0.48
36       0.34           0.97           -0.17           -0.17           -0.48            -0.48
37       0.35           0.97           -0.17           -0.17           -0.48            -0.48
38       0.36           0.97           -0.18           -0.18           -0.48            -0.48
39       0.37           0.97           -0.18           -0.18           -0.47            -0.47
40       0.38           0.96           -0.19           -0.19           -0.47            -0.47
41       0.39           0.96           -0.19           -0.19           -0.47            -0.47
42       0.40           0.96           -0.20           -0.20           -0.47            -0.47
43       0.41           0.96           -0.20           -0.20           -0.47            -0.47
44       0.42           0.96           -0.21           -0.21           -0.47            -0.47
45       0.43           0.95           -0.21           -0.21           -0.47            -0.46
46       0.44           0.95           -0.21           -0.22           -0.46            -0.46
47       0.45           0.95           -0.22           -0.22           -0.46            -0.46
48       0.46           0.95           -0.22           -0.23           -0.46            -0.46
49       0.47           0.95           -0.23           -0.23           -0.46            -0.46
50       0.48           0.94           -0.23           -0.24           -0.46            -0.46
51       0.49           0.94           -0.24           -0.24           -0.46            -0.45
52       0.50           0.94           -0.24           -0.24           -0.45            -0.45
53       0.51           0.94           -0.25           -0.25           -0.45            -0.45
54       0.52           0.93           -0.25           -0.25           -0.45            -0.45
55       0.53           0.93           -0.26           -0.26           -0.45            -0.45
56       0.54           0.93           -0.26           -0.26           -0.45            -0.45
57       0.55           0.93           -0.26           -0.27           -0.44            -0.44
58       0.56           0.92           -0.27           -0.27           -0.44            -0.44
59       0.57           0.92           -0.27           -0.28           -0.44            -0.44
60       0.58           0.92           -0.28           -0.28           -0.44            -0.44
61       0.59           0.91           -0.28           -0.28           -0.44            -0.44
62       0.60           0.91           -0.29           -0.29           -0.43            -0.43
63       0.61           0.91           -0.29           -0.29           -0.43            -0.43
64       0.62           0.91           -0.30           -0.30           -0.43            -0.43
65       0.63           0.90           -0.30           -0.30           -0.43            -0.43
66       0.64           0.90           -0.30           -0.31           -0.43            -0.42
67       0.65           0.90           -0.31           -0.31           -0.42            -0.42
68       0.66           0.89           -0.31           -0.31           -0.42            -0.42
69       0.67           0.89           -0.32           -0.32           -0.42            -0.42
70       0.68           0.89           -0.32           -0.32           -0.42            -0.41
71       0.69           0.88           -0.32           -0.33           -0.41            -0.41
72       0.70           0.88           -0.33           -0.33           -0.41            -0.41
73       0.71           0.88           -0.33           -0.34           -0.41            -0.41
74       0.72           0.87           -0.34           -0.34           -0.41            -0.40
75       0.73           0.87           -0.34           -0.34           -0.40            -0.40
76       0.74           0.87           -0.35           -0.35           -0.40            -0.40
77       0.75           0.86           -0.35           -0.35           -0.40            -0.40
78       0.76           0.86           -0.35           -0.36           -0.40            -0.39
79       0.77           0.86           -0.36           -0.36           -0.39            -0.39
80       0.78           0.85           -0.36           -0.36           -0.39            -0.39
81       0.79           0.85           -0.36           -0.37           -0.39            -0.39
82       0.80           0.85           -0.37           -0.37           -0.39            -0.38
83       0.81           0.84           -0.37           -0.37           -0.38            -0.38
84       0.82           0.84           -0.38           -0.38           -0.38            -0.38
85       0.83           0.84           -0.38           -0.38           -0.38            -0.38
86       0.84           0.83           -0.38           -0.39           -0.37            -0.37
87       0.85           0.83           -0.39           -0.39           -0.37            -0.37
88       0.86           0.82           -0.39           -0.39           -0.37            -0.37
89       0.87           0.82           -0.40           -0.40           -0.37            -0.36
90       0.88           0.82           -0.40           -0.40           -0.36            -0.36
91       0.89           0.81           -0.40           -0.40           -0.36            -0.36
92       0.90           0.81           -0.41           -0.41           -0.36            -0.35
93       0.91           0.80           -0.41           -0.41           -0.35            -0.35
94       0.92           0.80           -0.41           -0.41           -0.35            -0.35
95       0.93           0.80           -0.42           -0.42           -0.35            -0.35
96       0.94           0.79           -0.42           -0.42           -0.34            -0.34
97       0.95           0.79           -0.42           -0.43           -0.34            -0.34
98       0.96           0.78           -0.43           -0.43           -0.34            -0.34
99       0.97           0.78           -0.43           -0.43           -0.33            -0.33
100       0.98          0.77           -0.43           -0.44           -0.33            -0.33
101       0.99          0.77           -0.44           -0.44           -0.33            -0.33
102       1.00          0.77           -0.44           -0.44           -0.33            -0.32
103       1.01          0.76           -0.44           -0.44           -0.32            -0.32
104       1.02          0.76           -0.45           -0.45           -0.32            -0.32
105       1.03          0.75           -0.45           -0.45           -0.32            -0.31
106       1.04          0.75           -0.45           -0.45           -0.31            -0.31
107       1.05          0.74           -0.46           -0.46           -0.31            -0.31
108       1.06          0.74           -0.46           -0.46           -0.31            -0.30
109       1.07          0.73           -0.46           -0.46           -0.30            -0.30
110       1.08          0.73           -0.47           -0.47           -0.30            -0.30
111       1.09          0.72           -0.47           -0.47           -0.29            -0.29
112       1.10          0.72           -0.47           -0.47           -0.29            -0.29
113       1.11          0.71           -0.47           -0.48           -0.29            -0.29
114       1.12          0.71           -0.48           -0.48           -0.28            -0.28
115       1.13          0.71           -0.48           -0.48           -0.28            -0.28
116       1.14          0.70           -0.48           -0.48           -0.28            -0.28
117       1.15          0.70           -0.49           -0.49           -0.27            -0.27
118       1.16          0.69           -0.49           -0.49           -0.27            -0.27
119       1.17          0.69           -0.49           -0.49           -0.27            -0.26
120       1.18          0.68           -0.49           -0.49           -0.26            -0.26
121       1.19          0.68           -0.50           -0.50           -0.26            -0.26
122       1.20          0.67           -0.50           -0.50           -0.26            -0.25
123       1.21          0.67           -0.50           -0.50           -0.25            -0.25
124       1.22          0.66           -0.50           -0.50           -0.25            -0.25
125       1.23          0.66           -0.51           -0.51           -0.24            -0.24
126       1.24          0.65           -0.51           -0.51           -0.24            -0.24
127       1.25          0.65           -0.51           -0.51           -0.24            -0.24
128       1.26          0.64           -0.51           -0.51           -0.23            -0.23
129       1.27          0.64           -0.52           -0.52           -0.23            -0.23
130       1.28          0.63           -0.52           -0.52           -0.23            -0.22
131       1.29          0.63           -0.52           -0.52           -0.22            -0.22
132       1.30          0.62           -0.52           -0.52           -0.22            -0.22
133       1.31          0.61           -0.52           -0.53           -0.21            -0.21
134       1.32          0.61           -0.53           -0.53           -0.21            -0.21
135       1.33          0.60           -0.53           -0.53           -0.21            -0.21
136       1.34          0.60           -0.53           -0.53           -0.20            -0.20
137       1.35          0.59           -0.53           -0.53           -0.20            -0.20
138       1.36          0.59           -0.53           -0.54           -0.20            -0.19
139       1.37          0.58           -0.54           -0.54           -0.19            -0.19
140       1.38          0.58           -0.54           -0.54           -0.19            -0.19
141       1.39          0.57           -0.54           -0.54           -0.18            -0.18
142       1.40          0.57           -0.54           -0.54           -0.18            -0.18
143       1.41          0.56           -0.54           -0.54           -0.18            -0.17
144       1.42          0.56           -0.55           -0.55           -0.17            -0.17
145       1.43          0.55           -0.55           -0.55           -0.17            -0.17
146       1.44          0.55           -0.55           -0.55           -0.16            -0.16
147       1.45          0.54           -0.55           -0.55           -0.16            -0.16
148       1.46          0.53           -0.55           -0.55           -0.16            -0.15
149       1.47          0.53           -0.55           -0.55           -0.15            -0.15
150       1.48          0.52           -0.56           -0.56           -0.15            -0.15
151       1.49          0.52           -0.56           -0.56           -0.14            -0.14
152       1.50          0.51           -0.56           -0.56           -0.14            -0.14
153       1.51          0.51           -0.56           -0.56           -0.14            -0.13
154       1.52          0.50           -0.56           -0.56           -0.13            -0.13
155       1.53          0.50           -0.56           -0.56           -0.13            -0.13
156       1.54          0.49           -0.56           -0.56           -0.12            -0.12
157       1.55          0.48           -0.56           -0.57           -0.12            -0.12
158       1.56          0.48           -0.57           -0.57           -0.12            -0.11
159       1.57          0.47           -0.57           -0.57           -0.11            -0.11
160       1.58          0.47           -0.57           -0.57           -0.11            -0.11
161       1.59          0.46           -0.57           -0.57           -0.10            -0.10
162       1.60          0.46           -0.57           -0.57           -0.10            -0.10
163       1.61          0.45           -0.57           -0.57           -0.10            -0.09
164       1.62          0.44           -0.57           -0.57           -0.09            -0.09
165       1.63          0.44           -0.57           -0.57           -0.09            -0.08
166       1.64          0.43           -0.57           -0.57           -0.08            -0.08
167       1.65          0.43           -0.57           -0.57           -0.08            -0.08
168       1.66          0.42           -0.58           -0.58           -0.07            -0.07
169       1.67          0.42           -0.58           -0.58           -0.07            -0.07
170       1.68          0.41           -0.58           -0.58           -0.07            -0.06
171       1.69          0.40           -0.58           -0.58           -0.06            -0.06
172       1.70          0.40           -0.58           -0.58           -0.06            -0.06
173       1.71          0.39           -0.58           -0.58           -0.05            -0.05
174       1.72          0.39           -0.58           -0.58           -0.05            -0.05
175       1.73          0.38           -0.58           -0.58           -0.05            -0.04
176       1.74          0.37           -0.58           -0.58           -0.04            -0.04
177       1.75          0.37           -0.58           -0.58           -0.04            -0.04
178       1.76          0.36           -0.58           -0.58           -0.03            -0.03
179       1.77          0.36           -0.58           -0.58           -0.03            -0.03
180       1.78          0.35           -0.58           -0.58           -0.03            -0.02
181       1.79          0.35           -0.58           -0.58           -0.02            -0.02
182       1.80          0.34           -0.58           -0.58           -0.02            -0.01
183       1.81          0.33           -0.58           -0.58           -0.01            -0.01
184       1.82          0.33           -0.58           -0.58           -0.01            -0.01
185       1.83          0.32           -0.58           -0.58           -0.00            -0.00
186       1.84          0.32           -0.58           -0.58           -0.00             0.00
187       1.85          0.31           -0.58           -0.58            0.00             0.01
188       1.86          0.31           -0.58           -0.58            0.01             0.01
189       1.87          0.30           -0.58           -0.58            0.01             0.01
190       1.88          0.29           -0.58           -0.58            0.02             0.02
